"no","type","Word","Sub_Type","Type2","Type3","wildcard","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor","at_FPOE","at_Gruene","at_NEOS","at_OEVP","at_PILZ","at_SPOE","de_AfD","de_CDU","de_CSU","de_FDP","de_Gruene","de_Linke","de_Piraten","de_SPD","ch_BDP","ch_CVP","ch_EDU","ch_EVP","ch_FDP","ch_Gruene","ch_Gruenliberale","ch_SP","ch_SVP","at_mean","de_mean","ch_mean","at_FPOE_meandv","at_Gruene_meandv","at_NEOS_meandv","at_OEVP_meandv","at_PILZ_meandv","at_SPOE_meandv","de_AfD_meandv","de_CDU_meandv","de_CSU_meandv","de_FDP_meandv","de_Gruene_meandv","de_Linke_meandv","de_Piraten_meandv","de_SPD_meandv","ch_BDP_meandv","ch_CVP_meandv","ch_EDU_meandv","ch_EVP_meandv","ch_FDP_meandv","ch_Gruene_meandv","ch_Gruenliberale_meandv","ch_SP_meandv","ch_SVP_meandv"
1,,"(a|ä)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) bürger(s|innen|in)?","sorgen der menschen","advocative","people-centrism","regex",0,0,0,0,1,,"aängstedesreinesrunseresrbürgersinnenin",TRUE,FALSE,FALSE,2019-04-11,15,1.43,1,"(a|ä)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) bürger(s|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,"(a|ä)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) deutsche(n|r)","sorgen der menschen","advocative","people-centrism","regex",0,0,0,0,1,,"aängstedesreinesrunseresrdeutschenr",TRUE,FALSE,FALSE,2020-03-17,6,1.44,1,"(a|ä)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) deutsche(n|r)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"adjective","aberwitzig(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"aberwitzigeeresenem",FALSE,FALSE,FALSE,2020-03-17,69,1.13,1,"aberwitzig(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,"abgehoben(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"abgehobeneeresenem",FALSE,FALSE,FALSE,2019-04-11,149,1.17,1,"abgehoben(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,"alt(-)?partei(en)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"altparteien",FALSE,FALSE,FALSE,2019-04-08,680,1.20,1,"alt(-)?partei(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"phrase","an der nase herumführ(t|en)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"andernaseherumführten",TRUE,FALSE,FALSE,2020-03-17,25,1.16,1,"an der nase herumführ(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,"angeblich(e|er|en)? ([^[:space:]]*)partei(en)?","pseudo-eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"angeblicheeren[^[:space:]]parteien",TRUE,FALSE,FALSE,2019-04-11,14,1.25,1,"angeblich(e|er|en)? ([^[:space:]]*)partei(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,"anma(ß|ss)end(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"anmaßssendeeresenem",FALSE,FALSE,FALSE,2019-04-11,39,1.18,1,"anma(ß|ss)end(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,"anständig(e|er|es|en|em) bürger(s|n|innen|in)?","zzz_none","advocative","people-centrism","regex",0,0,0,0,1,,"anständigeeresenembürgersninnenin",TRUE,FALSE,FALSE,2020-03-17,7,1.21,1,"anständig(e|er|es|en|em) bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,"anti(-)?demokratisch(e|er|es|en|em)? ","diktatorische eliten","conflictive","sovereignty","regex",0,0,0,0,1,,"antidemokratischeeresenem",TRUE,FALSE,FALSE,2019-04-11,134,1.45,1,"anti(-)?demokratisch(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,"apparatschik(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"apparatschiks",FALSE,FALSE,FALSE,2019-04-08,21,1.15,1,"apparatschik(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,"(.*)arbeitend(e|er|en) bevölkerung","arbeitende menschen","advocative","people-centrism","regex",0,0,0,0,1,,"arbeitendeerenbevölkerung",TRUE,FALSE,FALSE,2019-04-11,40,0.99,1,"(.*)arbeitend(e|er|en) bevölkerung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,"(.*)arbeitend(e|er|en|em) bürger(s|n|innen|in)?","arbeitende menschen","advocative","people-centrism","regex",0,0,0,0,1,,"arbeitendeerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,15,1.04,1,"(.*)arbeitend(e|er|en|em) bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,"arrogant(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"arroganteeresenem",FALSE,FALSE,FALSE,2019-04-11,82,1.13,1,"arrogant(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"substantive","arroganz","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"arroganz",FALSE,FALSE,FALSE,2019-01-10,133,1.12,1,"arroganz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,"auf kosten der allgemeinheit","auf kosten der menschen","conflictive","anti-elitism","none",0,0,0,0,1,,"aufkostenderallgemeinheit",TRUE,FALSE,FALSE,2019-04-11,21,1.14,1,"auf kosten der allgemeinheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,"auf kosten de(s|r) beschäftigten","auf kosten der menschen","conflictive","anti-elitism","regex",0,0,0,0,1,,"aufkostendesrbeschäftigten",TRUE,FALSE,FALSE,2019-04-11,14,1.13,1,"auf kosten de(s|r) beschäftigten",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,"auf kosten de(s|r) bürger(s|innen|in)?","auf kosten der menschen","conflictive","anti-elitism","regex",0,0,0,0,1,,"aufkostendesrbürgersinnenin",TRUE,FALSE,FALSE,2019-04-11,19,1.16,1,"auf kosten de(s|r) bürger(s|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,"auf kosten de(s|r) deutsche(n|r)","auf kosten der menschen","conflictive","anti-elitism","regex",0,0,0,0,1,,"aufkostendesrdeutschenr",TRUE,FALSE,FALSE,2020-03-17,21,1.17,1,"auf kosten de(s|r) deutsche(n|r)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"auf kosten de(s|r) österreich(er|ers|erinnen|erin|ischer|ischen)","auf kosten der menschen","conflictive","anti-elitism","regex",0,0,0,0,1,"very rare terms","aufkostendesrösterreichererserinnenerinischerischen",TRUE,FALSE,FALSE,2019-04-11,10,1.17,1,"auf kosten de(s|r) österreich(er|ers|erinnen|erin|ischer|ischen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"b(a|ä)nk(i)?er(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,"very rare terms","baänkier",FALSE,FALSE,FALSE,2019-04-08,95,0.85,1,"b(a|ä)nk(i)?er(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"verb","belehre(n|t)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"belehrent",FALSE,FALSE,FALSE,2020-03-18,28,1.17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"substantive","(.*)belehrung(en)?(.*)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"belehrungen",FALSE,FALSE,FALSE,2020-03-18,30,0.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"berufspolitiker(s|n|innen|in)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"berufspolitikersninnenin",FALSE,FALSE,FALSE,2019-04-08,30,0.97,1,"berufspolitiker(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,"bevölkerung (.* )?wei(ß|ss)","common sense","advocative","people-centrism","regex",0,0,0,0,1,,"bevölkerungweißss",TRUE,FALSE,FALSE,2019-04-11,13,1.04,1,"bevölkerung (.* )?wei(ß|ss)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"verb","bevormunde(t|n)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"bevormundetn",FALSE,FALSE,FALSE,2020-03-17,55,0.89,1,"bevormunde(t|n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"bonze(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"bonze",FALSE,FALSE,FALSE,2019-04-08,31,0.89,1,"bonze(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"actor elite","bosse(n)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"bossen",FALSE,FALSE,FALSE,2020-03-18,36,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"adjective","bürgerfern(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"bürgerferneeresenem",FALSE,FALSE,FALSE,2020-03-17,30,0.91,1,"bürgerfern(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,"bürger(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)","menschen reicht es","advocative","people-centrism","regex",0,0,0,0,1,,"bürgerinnenindienasedieschnauzesattgenugdickehabenhat",TRUE,FALSE,FALSE,2019-04-11,9,0.99,1,"bürger(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,"bürger(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke)","menschen reicht es","advocative","people-centrism","regex",0,0,0,0,1,,"bürgerinneninhabenhatdienasedieschnauzesattgenugdicke",TRUE,FALSE,FALSE,2019-04-11,13,0.97,1,"bürger(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,"bürger(innen|in)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht)","volkswille","advocative","sovereignty","regex",0,0,0,0,1,,"bürgerinneninwilleinfordertmöchtemagverlangtbeanspruchtwünscht",TRUE,FALSE,FALSE,2019-04-11,109,0.94,1,"bürger(innen|in)? (.* )?(will|(ein)?fordert|möchte|mag|verlangt|beansprucht|wünscht)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,"bürger(innen|in)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)","volkswille","advocative","sovereignty","regex",0,0,0,0,1,,"bürgerinneninwolleneinfordernmöchtenmögenverlangenbeanspruchenwünschen",TRUE,FALSE,FALSE,2019-04-11,197,0.93,1,"bürger(innen|in)? (.* )?(wollen|(ein)?fordern|möchten|mögen|verlangen|beanspruchen|wünschen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,"bürger(s|n|innen|in)? (von|auf) der stra(ß|ss)e","normale menschen","advocative","people-centrism","regex",0,0,0,0,1,,"bürgersninneninvonaufderstraßsse",TRUE,FALSE,FALSE,2019-04-11,6,0.88,1,"bürger(s|n|innen|in)? (von|auf) der stra(ß|ss)e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,"bürgerwille(n|ns)?","volkswille","advocative","sovereignty","regex",0,0,0,0,1,,"bürgerwillenns",FALSE,FALSE,FALSE,2019-04-08,25,0.86,1,"bürgerwille(n|ns)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,"bürokrat(en|in|innen)?","elitenbezug","conflictive","anti-elitism","regex",0,0,0,0,1,,"bürokratenininnen",FALSE,FALSE,FALSE,2019-05-10,79,0.89,1,"bürokrat(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,"(.*)desaster(s)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"desasters",FALSE,FALSE,FALSE,2019-04-08,431,0.97,1,"(.*)desaster(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,"deutsche(n|r)? tradition(en)?","zzz_none","advocative","people-centrism","regex",1,0,0,0,1,"rechts?","deutschenrtraditionen",TRUE,FALSE,FALSE,2019-04-08,6,1.09,1,"deutsche(n|r)? tradition(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"substantive","diktat(e|s|es)?","zzz_none","conflictive","sovereignty","regex",0,0,0,0,1,,"diktateses",FALSE,FALSE,FALSE,2020-03-17,146,1.17,1,"diktat(e|s|es)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"adjective","dilettantisch(e|er|es|en|em)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"dilettantischeeresenem",FALSE,FALSE,FALSE,2020-03-17,43,1.09,1,"dilettantisch(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"substantive","dilettantismus","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"dilettantismus",FALSE,FALSE,FALSE,2020-03-17,30,1.05,1,"dilettantismus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,"direkt(e|er)? demokratie","direkte demokratie","advocative","sovereignty","regex",1,0,0,0,1,,"direkteerdemokratie",TRUE,FALSE,FALSE,2019-04-08,449,1.07,1,"direkt(e|er)? demokratie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"adjective","dreist(e|er|es|en|em)?","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"dreisteeresenem",FALSE,FALSE,FALSE,2019-04-11,256,1.08,1,"dreist(e|er|es|en|em)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,"durchschnittlich(e|er|es|en|em) deutsche(n|r|s|m)?","normale menschen","advocative","people-centrism","regex",1,0,0,0,1,,"durchschnittlicheeresenemdeutschenrsm",TRUE,FALSE,FALSE,2020-03-17,4,1.20,1,"durchschnittlich(e|er|es|en|em) deutsche(n|r|s|m)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,"durchschnittlich(e|er|es|en|em) österreich(er|ers|ern|erinnen|erin|ische|ischer|isches|ischen|ischem)","normale menschen","advocative","people-centrism","regex",1,0,0,0,1,,"durchschnittlicheeresenemösterreicherersernerinnenerinischeischerischesischenischem",TRUE,FALSE,FALSE,2019-04-11,4,1.06,1,"durchschnittlich(e|er|es|en|em) österreich(er|ers|ern|erinnen|erin|ische|ischer|isches|ischen|ischem)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,"durchschnitts(-)?bürger(s|n|innen|in)?","normale menschen","advocative","people-centrism","regex",0,0,0,0,1,,"durchschnittsbürgersninnenin",FALSE,FALSE,FALSE,2019-04-11,13,1.09,1,"durchschnitts(-)?bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,"durchschnitts(-)?deutsche(n|r|s|m)?","normale menschen","advocative","people-centrism","regex",1,0,0,0,1,,"durchschnittsdeutschenrsm",FALSE,FALSE,FALSE,2020-03-17,11,1.08,1,"durchschnitts(-)?deutsche(n|r|s|m)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,"einfach(e|er|en|em) bürger(s|n|innen|in)?","normale menschen","advocative","people-centrism","regex",0,0,0,0,1,,"einfacheerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,29,1.91,1,"einfach(e|er|en|em) bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,"elfenbeinturm","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"elfenbeinturm",FALSE,FALSE,FALSE,2019-04-08,21,1.75,1,"elfenbeinturm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,"(.*)elite(n)?","elitenbezug","conflictive","anti-elitism","regex",1,0,0,0,1,,"eliten",FALSE,FALSE,FALSE,2019-05-10,437,1.49,1,"(.*)elite(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,"empörung de(s|r)","ärger der menschen","conflictive","anti-elitism","regex",0,0,0,0,1,"not useful?","empörungdesr",TRUE,FALSE,FALSE,2019-04-11,10,1.81,1,"empörung de(s|r)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,"erdreiste(t|n)","abgehobene, dreiste eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"erdreistetn",FALSE,FALSE,FALSE,2019-04-11,21,1.82,1,"erdreiste(t|n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"(es|das|dies) (.* )?bürger(n|innen|in)? (.* )?(langt|reicht)","menschen reicht es","advocative","people-centrism","regex",0,0,0,0,1,,"esdasdiesbürgerninneninlangtreicht",TRUE,FALSE,FALSE,2019-04-11,4,3.59,1,"(es|das|dies) (.* )?bürger(n|innen|in)? (.* )?(langt|reicht)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,"(.*)establishment(s)?","elitenbezug","conflictive","anti-elitism","regex",0,0,0,0,1,,"establishments",FALSE,FALSE,FALSE,2019-04-11,108,1.43,1,"(.*)establishment(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,"etabliert(e|er|en) ([^[:space:]]*)partei(en)?","zzz_none","conflictive","anti-elitism","regex",1,0,0,0,1,,"etablierteeren[^[:space:]]parteien",TRUE,FALSE,FALSE,2019-04-08,193,1.91,1,"etabliert(e|er|en) ([^[:space:]]*)partei(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,"eurokrat(.*)","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"eurokrat",FALSE,FALSE,FALSE,2019-04-08,51,1.72,1,"eurokrat(.*)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,"fälschlich(erweise)?( (für|als)( eine(n)?)?)? ","pseudo-eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"fälschlicherweisefüralseinen",TRUE,FALSE,FALSE,2019-04-11,52,0.87,1,"fälschlich(erweise)?( (für|als)( eine(n)?)?)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,"filz","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"filz",FALSE,FALSE,FALSE,2019-04-08,169,0.83,1,"filz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,"finan(c|z)ier(s|e)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"financzierse",FALSE,FALSE,FALSE,2019-04-08,43,0.84,1,"finan(c|z)ier(s|e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"substantive","frechheit","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"frechheit",FALSE,FALSE,FALSE,2020-03-17,113,0.86,1,"frechheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,"fremdherrschaft","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"fremdherrschaft",FALSE,FALSE,FALSE,2019-04-08,8,0.85,1,"fremdherrschaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"actor elite","frühstücksdirektor(s|en|innen|in)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"frühstücksdirektorseninnenin",FALSE,FALSE,FALSE,2020-03-17,6,0.89,1,"frühstücksdirektor(s|en|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,"für (das|unser) (.* )?volk","for the people","advocative","sovereignty","regex",0,0,0,0,1,,"fürdasunservolk",TRUE,FALSE,FALSE,2020-03-17,63,0.88,1,"für (das|unser) (.* )?volk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,"für die ([^[:space:]]* )?mehrheit","for the people","advocative","sovereignty","regex",0,0,0,0,1,,"fürdie[^[:space:]]mehrheit",TRUE,FALSE,FALSE,2020-03-17,136,0.95,1,"für die ([^[:space:]]* )?mehrheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,"für (die|unsere) ((kleinen|normalen|einfachen) )?leute","for the people","advocative","sovereignty","regex",0,0,0,0,1,,"fürdieunserekleinennormaleneinfachenleute",TRUE,FALSE,FALSE,2020-03-18,30,0.90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"substantive","gängelung(en)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"gängelungen",FALSE,FALSE,FALSE,2020-03-17,92,0.98,1,"gängelung(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,"gegen (das|unser) ((eigene(s)?|deutsche(s)?|schweizer|schweizerische(s)?|österreichische(s)?) )?volk","against the people","conflictive","anti-elitism","regex",0,0,0,0,1,,"gegendasunsereigenesdeutschesschweizerschweizerischesösterreichischesvolk",TRUE,FALSE,FALSE,2020-03-18,6,1.04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,"geiselhaft","zzz_none","conflictive","anti-elitism","none",0,0,0,0,1,,"geiselhaft",FALSE,FALSE,FALSE,2019-04-08,44,0.96,1,"geiselhaft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,"gemein(e|es|en|em) volk(s|es|e)?","normale menschen","advocative","people-centrism","regex",0,0,0,0,1,,"gemeineesenemvolksese",TRUE,FALSE,FALSE,2019-04-11,6,0.96,1,"gemein(e|es|en|em) volk(s|es|e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"substantive","geschacher(e)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"geschachere",FALSE,FALSE,FALSE,2020-03-17,18,0.92,1,"geschacher(e)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"substantive","gesunde(m|n|r)? menschenverstand(s|es)?","zzz_none","advocative","sovereignty","regex",0,0,0,0,1,,"gesundemnrmenschenverstandses",TRUE,FALSE,FALSE,2020-03-17,140,0.96,1,"gesunde(m|n|r)? menschenverstand(s|es)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"adjective","gierig(e|er|es|en|em)? ","korrupte eliten","conflictive","anti-elitism","regex",0,0,0,0,1,,"gierigeeresenem",TRUE,FALSE,FALSE,2020-03-17,34,0.93,1,"gierig(e|er|es|en|em)? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,"globalist(en|in|innen)?","zzz_none","conflictive","anti-elitism","regex",0,0,0,0,1,,"globalistenininnen",FALSE,FALSE,FALSE,2019-04-08,10,0.94,1,"globalist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,"(grund)?anständig(e|er|en|em) bürger(s|n|innen|in)?","ehrliche menschen","advocative","people-centrism","regex",0,0,0,0,1,,"grundanständigeerenembürgersninnenin",TRUE,FALSE,FALSE,2019-04-11,7,1.54,1,"(grund)?anständig(e|er|en|em) bürger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
