"no","type","Word","Sub_Type","Type2","Type3","wildcard","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor","at_FPOE","at_Gruene","at_NEOS","at_OEVP","at_PILZ","at_SPOE","de_AfD","de_CDU","de_CSU","de_FDP","de_Gruene","de_Linke","de_Piraten","de_SPD","ch_BDP","ch_CVP","ch_EDU","ch_EVP","ch_FDP","ch_Gruene","ch_Gruenliberale","ch_SP","ch_SVP","at_mean","de_mean","ch_mean","at_FPOE_meandv","at_Gruene_meandv","at_NEOS_meandv","at_OEVP_meandv","at_PILZ_meandv","at_SPOE_meandv","de_AfD_meandv","de_CDU_meandv","de_CSU_meandv","de_FDP_meandv","de_Gruene_meandv","de_Linke_meandv","de_Piraten_meandv","de_SPD_meandv","ch_BDP_meandv","ch_CVP_meandv","ch_EDU_meandv","ch_EVP_meandv","ch_FDP_meandv","ch_Gruene_meandv","ch_Gruenliberale_meandv","ch_SP_meandv","ch_SVP_meandv"
11478,,"verbraucher(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninistsindwirdwerdenwarwarenleidüberdrüssigmüdemitihrerseinergeduldamende",TRUE,FALSE,FALSE,2019-04-11,0,0.80,4,"verbraucher(innen|in)? (ist|sind|wird|werden|war|waren) (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11479,,"verbraucher(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten)","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninlassenlässtsichnichtlängerweitermehrgefallenaufsichsitzenbieten",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? (lassen|lässt) sich (.* )nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11480,,"verbraucher(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninleidüberdrüssigmüdemitihrerseinergeduldamendeistseinwirdwerdenwarwarensein",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? (.* )?(leid|überdrüssig|müde|mit (ihrer|seiner) geduld am ende) (ist|sein|wird|werden|war|waren|sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11481,,"verbraucher(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninnichtlängermehrhörensehenwillkannmöchtenwollenkönnen",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? (.* )?nicht (.* )?(länger|mehr) (hören|sehen) (will|kann|möchte(n)?|wollen|können)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11482,,"verbraucher(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt)","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninnichtlängerweitermehrgefallenaufsichsitzenbietenlassenlässt",TRUE,FALSE,FALSE,2019-04-11,0,0.80,4,"verbraucher(innen|in)? (.* )?nicht ((länger|weiter|mehr) )?(gefallen|auf sich sitzen|bieten) (lassen|lässt)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11483,,"verbraucher(innen|in)? setz(t|en) sich (.* )?zur wehr","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninsetztensichzurwehr",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? setz(t|en) sich (.* )?zur wehr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11484,,"verbraucher(innen|in)? (.* )?versteh(t|en)","common sense","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninverstehten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(innen|in)? (.* )?versteh(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11485,,"verbraucher(innen|in)? (wehr|widersetz|verteidig)(t|en) sich","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninwehrwidersetzverteidigtensich",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? (wehr|widersetz|verteidig)(t|en) sich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11486,,"verbraucher(innen|in)? (.* )?wei(ß|ss)","common sense","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninweißss",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? (.* )?wei(ß|ss)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11487,,"verbraucher(innen|in)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninwillkannmöchtenwollenkönnennichtlängermehrhörensehen",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(innen|in)? (will|kann|möchte(n)?|wollen|können) (.* )?nicht (.* )?(länger|mehr) (hören|sehen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11488,,"verbraucher(innen|in)? (.* )?wissen","common sense","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninwissen",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(innen|in)? (.* )?wissen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11489,,"verbraucher(innen|in)? (.* )?zur wehr setz(t|en)","menschen wehren sich","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherinneninzurwehrsetzten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(innen|in)? (.* )?zur wehr setz(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11490,,"verbraucher(innen|in)? (.* )?zwangsbeglück(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherinneninzwangsbeglückten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(innen|in)? (.* )?zwangsbeglück(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11491,,"verbraucher(n|innen|in)? (.* )?auferleg(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherninneninauferlegten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (.* )?auferleg(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11492,,"verbraucher(n|innen|in)? (.* )?aufhals(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherninneninaufhalsten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (.* )?aufhals(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493,,"verbraucher(n|innen|in)? (.* )?aufnötig(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherninneninaufnötigten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (.* )?aufnötig(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11494,,"verbraucher(n|innen|in)? (.* )?(auf)?oktroyier(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherninneninaufoktroyierten",TRUE,FALSE,FALSE,2019-04-11,0,0.80,4,"verbraucher(n|innen|in)? (.* )?(auf)?oktroyier(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11495,,"verbraucher(n|innen|in)? (.* )?aufzwing(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherninneninaufzwingten",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(n|innen|in)? (.* )?aufzwing(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11496,,"verbraucher(n|innen|in)? (.* )?bis (hier|da)(hin)? steh(t|en)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninbishierdahinstehten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (.* )?bis (hier|da)(hin)? steh(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11497,,"verbraucher(n|innen|in)? (.* )?diktier(t|en)","den menschen aufzwingen","conflictive","sovereignty","regex",0,0,1,0,0,"never appeared term","verbraucherninnenindiktierten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (.* )?diktier(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11498,,"verbraucher(n|innen|in)? häng(t|en) (.* )?zum hals(e)? (her|hin)aus","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninhängtenzumhalseherhinaus",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(n|innen|in)? häng(t|en) (.* )?zum hals(e)? (her|hin)aus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11499,,"verbraucher(n|innen|in)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninistsindwirdwerdenwarwarenzubuntblöddumm",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(n|innen|in)? (ist|sind|wird|werden|war|waren) (.* )?zu (bunt|blöd|dumm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,,"verbraucher(n|innen|in)? (langt|reicht) (es|das|dies)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninlangtreichtesdasdies",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (langt|reicht) (es|das|dies)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,,"verbraucher(n|innen|in)? steh(t|en) (.*) bis (hier|da)(hin)?","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninstehtenbishierdahin",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? steh(t|en) (.*) bis (hier|da)(hin)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11502,,"verbraucher(n|innen|in)? (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninzubuntblöddummistseinwirdwerdenwarwarensein",TRUE,FALSE,FALSE,2019-04-11,0,0.80,4,"verbraucher(n|innen|in)? (.* )?zu (bunt|blöd|dumm) (ist|sein|wird|werden|war|waren|sein)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,,"verbraucher(n|innen|in)? (.* )?zum hals(e)? (her|hin)aus häng(t|en)","menschen reicht es","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbraucherninneninzumhalseherhinaushängten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(n|innen|in)? (.* )?zum hals(e)? (her|hin)aus häng(t|en)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11504,,"verbraucher(s|innen|in)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen)","volkswille","advocative","sovereignty","regex",0,0,1,0,0,"never appeared term","verbrauchersinneninwillewunschwünscheanliegenansuchenverlangen",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(s|innen|in)? (wille|wunsch|wünsche|anliegen|ansuchen|verlangen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11505,,"verbraucher(s|n|innen|in)? (von|auf) der stra(ß|ss)e","normale menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbrauchersninneninvonaufderstraßsse",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verbraucher(s|n|innen|in)? (von|auf) der stra(ß|ss)e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11506,,"verbraucher(s|n|innen|in)? von nebenan","normale menschen","advocative","people-centrism","regex",0,0,1,0,0,"never appeared term","verbrauchersninneninvonnebenan",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verbraucher(s|n|innen|in)? von nebenan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507,"phrase","verdummdeubel(t|n)","zzz_none","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verdummdeubeltn",FALSE,FALSE,FALSE,2020-03-13,0,0.77,4,"verdummdeubel(t|n)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11508,,"verfahren(e|er|en) ([^[:space:]]*)elite(n)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneeren[^[:space:]]eliten",TRUE,FALSE,FALSE,2019-04-11,0,0.82,4,"verfahren(e|er|en) ([^[:space:]]*)elite(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11509,,"verfahren(e|er|en) ([^[:space:]]*)medien","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneeren[^[:space:]]medien",TRUE,FALSE,FALSE,2019-04-11,0,0.82,4,"verfahren(e|er|en) ([^[:space:]]*)medien",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11510,,"verfahren(e|er|en) ([^[:space:]]*)regierung(en)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneeren[^[:space:]]regierungen",TRUE,FALSE,FALSE,2020-03-13,0,0.81,4,"verfahren(e|er|en) ([^[:space:]]*)regierung(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511,,"verfahren(e|er|en) bürokratie","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenbürokratie",TRUE,FALSE,FALSE,2019-04-11,0,0.81,4,"verfahren(e|er|en) bürokratie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11512,,"verfahren(e|er|en|em) ([^[:space:]]*)kapitalist(en|in|innen)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenem[^[:space:]]kapitalistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.82,4,"verfahren(e|er|en|em) ([^[:space:]]*)kapitalist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11513,,"verfahren(e|er|en|em) ([^[:space:]]*)konzern(e|es|s|en)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenem[^[:space:]]konzerneessen",TRUE,FALSE,FALSE,2019-04-11,0,0.82,4,"verfahren(e|er|en|em) ([^[:space:]]*)konzern(e|es|s|en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11514,,"verfahren(e|er|en|em) bürokrat(en|in|innen)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenembürokratenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.81,4,"verfahren(e|er|en|em) bürokrat(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11515,,"verfahren(e|er|en|em) expert(e|en|in|innen)","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemexperteenininnen",TRUE,FALSE,FALSE,2019-04-11,0,1.03,4,"verfahren(e|er|en|em) expert(e|en|in|innen)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11516,,"verfahren(e|er|en|em) fachm(a|ä)nn(er|s|es|e|ern)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemfachmaännerseseern",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verfahren(e|er|en|em) fachm(a|ä)nn(er|s|es|e|ern)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11517,,"verfahren(e|er|en|em) forscher(s|n|innen|in)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemforschersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) forscher(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11518,,"verfahren(e|er|en|em) gelehrte(n|r)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemgelehrtenr",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) gelehrte(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11519,,"verfahren(e|er|en|em) gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemgroßssunternehmerrsrnrinrinnenn",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verfahren(e|er|en|em) gro(ß|ss)unternehme(r|rs|rn|rin|rinnen|n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11520,,"verfahren(e|er|en|em) herrschende(n|r)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemherrschendenr",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verfahren(e|er|en|em) herrschende(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11521,,"verfahren(e|er|en|em) intellektuelle(n|r)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemintellektuellenr",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) intellektuelle(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11522,,"verfahren(e|er|en|em) journalismus","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemjournalismus",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) journalismus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523,,"verfahren(e|er|en|em) journalist(en|in|innen)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemjournalistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.80,4,"verfahren(e|er|en|em) journalist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11524,,"verfahren(e|er|en|em) leistungsträger(s|n|innen|in)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemleistungsträgersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.79,4,"verfahren(e|er|en|em) leistungsträger(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11525,,"verfahren(e|er|en|em) medienvertreter(s|n|innen|in)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,1,1,0,0,"never appeared term","verfahreneerenemmedienvertretersninnenin",TRUE,FALSE,FALSE,2019-04-18,0,0.78,4,"verfahren(e|er|en|em) medienvertreter(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11526,,"verfahren(e|er|en|em) politiker(s|n|innen|in)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenempolitikersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) politiker(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11527,,"verfahren(e|er|en|em) regent(en|in|innen)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemregentenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) regent(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11528,,"verfahren(e|er|en|em) regierende(n|r)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemregierendenr",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) regierende(n|r)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11529,,"verfahren(e|er|en|em) souverän(s)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemsouveräns",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) souverän(s)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11530,,"verfahren(e|er|en|em) spezialist(en|in|innen)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemspezialistenininnen",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en|em) spezialist(en|in|innen)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11531,,"verfahren(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenemwissenschaftlersninnenin",TRUE,FALSE,FALSE,2019-04-11,0,0.80,4,"verfahren(e|er|en|em) wissenschaft(l)?er(s|n|innen|in)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11532,,"verfahren(e|er|en) fachfrau(en)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenfachfrauen",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en) fachfrau(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11533,,"verfahren(e|er|en) fachleute(n)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenfachleuten",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en) fachleute(n)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11534,,"verfahren(e|er|en) forschung","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenforschung",TRUE,FALSE,FALSE,2019-04-11,0,0.77,4,"verfahren(e|er|en) forschung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11535,,"verfahren(e|er|en) multis","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenmultis",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en) multis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11536,,"verfahren(e|er|en) partei","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenpartei",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en) partei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11537,,"verfahren(e|er|en) parteien","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenparteien",TRUE,FALSE,FALSE,2019-04-11,0,0.77,4,"verfahren(e|er|en) parteien",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11538,,"verfahren(e|er|en) regierung(en)?","unbewegliche eliten","conflictive","anti-elitism","regex",0,0,1,0,0,"never appeared term","verfahreneerenregierungen",TRUE,FALSE,FALSE,2019-04-11,0,0.78,4,"verfahren(e|er|en) regierung(en)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
