version	doi	v1	v2	v3	v4	v5	v6
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1491	"fl��chtig"	1.0	0.94280905	2	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1492	"fl��chtlingskatastrophe"	1.8	1.2292726	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1493	"fl��sterwitz"	3.2857144	0.75592893	3	
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1494	"folter"	2.3	1.4890404	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1495	"foltern"	3.1	1.197219	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1496	"forcieren"	2.8	0.42163703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1497	"fordern"	1.3017657	1.3355228	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1498	"forderung"	1.7136612	1.3745813	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1499	"forsch"	0.33333334	0.8164966	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1500	"fortschrittlich"	2.090909	1.2690113	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1501	"fraglich"	1.8518518	1.459813	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1502	"fragw��rdig"	2.4473684	1.1592497	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1503	"frauenbild"	2.5333333	0.8603661	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1504	"frauenfeindlich"	2.5494506	1.2846421	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1505	"frauenfeindlichkeit"	2.8	0.8866831	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1506	"frauenpolitisch"	2.5	1.2510865	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1507	"frech"	1.4788733	1.547894	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1508	"frechheit"	2.8539326	0.91142446	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1509	"freibrief"	2.2333333	1.1943353	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1510	"freiheitskampf"	0.1	0.31622776	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1511	"freikaufen"	2.4	0.6992059	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1512	"freimaurer"	2.3	1.3374935	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1513	"freiwild"	2.55	0.825578	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1514	"fremd"	1.8461539	1.3137586	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1515	"fremdbestimmen"	1.3214285	1.3622849	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1516	"fremdbestimmung"	1.5666667	1.2507468	0	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1517	"fremde"	2.090909	1.4459976	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1518	"fremdenfeindlich"	2.9666667	0.7183954	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1519	"fremdenfeindlichkeit"	2.7142856	0.9023778	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1520	"fremdenhass"	2.4833333	1.1273438	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1521	"fremdgehen"	2.1016948	1.0119103	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1522	"fremdwort"	2.090909	1.0444659	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1523	"fresse"	3.0	0.70710677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1524	"fressen"	2.1604939	1.1985073	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1525	"fresssucht"	2.7777777	0.6666667	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1526	"freunderl"	2.5	0.7608859	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1527	"freunderlwirtschaft"	2.162162	1.2397987	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1528	"friedhof"	1.0666667	1.412587	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1529	"frieren"	0.36363637	0.9244163	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1530	"friktion"	3.0	0.47140452	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1531	"frist"	2.1290324	1.4315944	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1532	"fristen"	2.1	0.87559503	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1533	"frivol"	2.4	1.0076629	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1534	"frivolit��t"	2.7	0.8232726	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1535	"frontalangriff"	2.44	1.356466	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1536	"frosch"	0.8333333	1.294786	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1537	"frotzelei"	2.6666667	1.0283343	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1538	"frotzeln"	2.7666667	1.2780193	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1539	"frozzelei"	2.5	1.1962585	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1540	"frust"	1.72	1.1372482	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1541	"frustabbau"	2.5	1.0801234	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1542	"frustrieren"	2.4	0.6992059	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1543	"frustrierend"	2.22	1.055404	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1544	"frustriert"	2.0933332	1.0802069	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1545	"fr��nen"	1.1	1.5238839	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1546	"fr��her"	1.3739837	1.4222953	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1547	"fundamental"	2.0	1.183216	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1548	"fundamentalisteneck"	2.9473684	0.70503616	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1549	"fundi"	1.4545455	1.2933396	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1550	"fungieren"	1.1904762	1.4006801	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1551	"funktion��r"	1.6333333	1.4041117	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1552	"furcht"	1.5	1.0871146	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1553	"furchtbar"	2.0076337	1.321399	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1554	"futterneid"	2.7	0.6749486	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1555	"futtertrog"	1.6326531	1.3948399	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1556	"fu��krank"	2.5	0.8498366	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1557	"fu��marod"	2.8	0.7888106	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1558	"f��denziehen"	2.2068965	1.4486277	4	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1559	"f��lschen"	2.3	1.3374935	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1560	"f��lschung"	1.5	1.1470786	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1561	"f��hrer"	0.7407407	1.2887857	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1562	"f��hrerprinzip"	2.0714285	1.4638501	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1563	"f��hrungsschw��che"	2.8095238	1.0779169	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1564	"f��rchten"	1.961039	1.236076	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1565	"f��rchterlich"	2.4583333	1.0362816	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1566	"f��rstlich"	1.8421053	1.3442535	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1567	"gackern"	2.3	1.2077338	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1568	"gangster"	1.35	1.3484885	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1569	"ganove"	3.0	0.7359801	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1570	"garstig"	2.20339	1.1712012	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1571	"gas"	0.42105263	0.84404147	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1572	"gaukler"	2.7586207	1.0231315	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1573	"gaumenschmaus"	0.45	0.825578	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1574	"gauner"	2.1604939	1.1880319	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1575	"gaunerei"	2.7272727	1.00905	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1576	"gebarung"	1.4545455	1.0357255	1	1
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1577	"gebeutelt"	1.4545455	1.2135597	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1578	"gebrochen"	2.7333333	0.78491527	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1579	"geb��hrenlawine"	2.4375	1.0294855	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1580	"geb��hrentornado"	2.95	0.8870412	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1581	"geb��hrenwucher"	2.8	0.6324555	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1582	"gedankengut"	2.060606	1.4348212	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1583	"gedankenlos"	2.0166667	1.2418094	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1584	"gedankenlosigkeit"	2.6	0.94032466	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1585	"gedem��tigt"	1.6	1.4298407	3	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1586	"ged��chtnisverlust"	2.7	0.5959634	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1587	"gefahr"	2.1389728	1.2402434	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1588	"gefangen"	2.0	1.3645765	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1589	"gefangenhalten"	1.5	1.6499158	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1590	"gefecht"	1.475	1.2923827	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1591	"gefolgsleute"	1.65	0.98808694	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1592	"gefordert"	1.8092308	1.3288958	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1593	"gefrotzelt"	2.275	1.1980219	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1594	"gef��hrden"	2.4435797	1.0922881	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1595	"gef��hrdet"	1.8	1.4358059	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1596	"gef��hrdung"	2.5217392	1.4418916	3	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1597	"gef��hrlich"	1.8504673	1.372457	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1598	"gef��lscht"	1.9761904	1.3882136	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1599	"gef��ngnis"	1.9605263	1.3310727	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1600	"gef��gig"	2.8	0.6324555	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1601	"gef��hlskalt"	2.1	1.3703203	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1602	"gegacker"	2.1	0.87559503	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1603	"gegackere"	2.6	0.84327406	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1604	"gegenangriff"	2.1	1.2969393	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1605	"gegenargument"	0.3	0.6749486	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1606	"gegendarstellung"	2.4	0.9660918	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1607	"gegeneinander"	1.4705882	1.3746657	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1608	"gegengesch��ft"	2.2142856	1.1377281	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1609	"gegenoffensive"	1.325	0.9971112	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1610	"gegensatz"	1.5421245	1.3770247	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1611	"gegenschlag"	0.61538464	1.1929278	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1612	"gegenstandslos"	2.1111112	1.1666666	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1613	"gegens��tzlich"	2.3333333	1.3026779	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1614	"gegenteil"	1.9133859	1.3007971	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1615	"gegentrend"	1.55	1.5381123	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1616	"gegenwehr"	2.5	1.1785113	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1617	"gegner"	1.9154229	1.4169724	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1618	"gegnerisch"	0.85	1.1367081	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1619	"gegnerschaft"	1.5	1.3705394	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1620	"gehabe"	2.2195122	1.0609475	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1621	"geheim"	1.8068181	1.3464124	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1622	"geheimhalten"	1.9	1.197219	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1623	"geheimhaltung"	2.6	0.6992059	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1624	"geheimnis"	1.1818181	1.2778876	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1625	"gehirnw��sche"	2.4	1.0749677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1626	"geiselhaft"	2.625	0.9053288	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1627	"geiselnahme"	2.3636363	1.6292776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1628	"geisterbahn"	2.909091	1.0444659	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1629	"geisterfahrer"	2.8	1.1050125	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1630	"geistern"	1.4545455	1.2135597	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1631	"geisterstadt"	1.3	1.3803127	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1632	"geisteshaltung"	3.1666667	0.7914776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1633	"geiz"	2.0	1.1547005	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1634	"geizen"	1.5714285	1.2598816	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1635	"geizhals"	0.3	0.9153857	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1636	"geizkragen"	2.8	0.7888106	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1637	"gei��eln"	1.4	1.3498971	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1638	"gekauft"	1.85	1.5312533	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1639	"gekr��nkt"	2.3	0.7326951	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1640	"gek��rzt"	2.548387	1.0275768	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1641	"gelangweilt"	2.090909	1.1361818	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1642	"geldbeschaffung"	0.625	1.187735	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1643	"geldbeschaffungsaktion"	1.48	1.2493263	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1644	"geldgier"	0.9	1.1005049	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1645	"geldstrafe"	1.6	1.0749677	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1646	"geldvernichtung"	3.2	0.6958524	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1647	"geldverschwendung"	2.2727273	1.5550504	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1648	"geltend"	1.2197802	1.331684	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1649	"geltungsdrang"	2.8	0.7888106	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1650	"geltungssucht"	2.6	1.0749677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1651	"gel��scht"	2.15	1.0894228	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1652	"gemein"	1.825	1.4302143	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1653	"gemeingef��hrlich"	3.1	0.87559503	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1654	"gemeinheit"	2.9	0.7442084	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1655	"gemessen"	1.5217391	1.3439956	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1656	"gemobbt"	2.5	1.1470786	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1657	"genannt"	1.5844156	1.3056797	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1658	"general"	2.0714285	1.4380349	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1659	"genfinanzierung"	2.8333333	1.403459	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1660	"genieren"	1.9562044	1.1996851	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1661	"genormt"	1.5	1.3540064	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1662	"geoutet"	1.269663	1.2771065	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1663	"gepackelt"	2.8	0.6324555	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1664	"gepflogenheit"	1.9	1.2689936	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1665	"gepl��nkel"	1.4166666	0.9962049	1	1
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1666	"gequ��lt"	1.9	1.1551981	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1667	"gering"	1.4846153	1.256548	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1668	"geringf��gig"	1.0714285	1.257036	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1669	"geringsch��tzung"	2.85	0.58714294	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1670	"ger��cht"	1.4776119	1.3298235	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1671	"geschafft"	1.0769231	1.3112807	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1672	"gescheitert"	2.1764705	1.1669849	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1673	"geschichtsf��lschung"	2.8	1.0052494	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1674	"geschieden"	1.1538461	1.4051188	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1675	"geschmacklos"	2.76	0.6869037	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1676	"geschmacklosigkeit"	2.607143	0.95604455	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1677	"gescholten"	1.4444444	1.0137937	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1678	"gescho��"	2.2	1.2292726	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1679	"geschrei"	2.5238094	1.4703417	4	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1680	"geschunden"	0.2	0.6324555	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1681	"gesch��digt"	0.16666667	0.57735026	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1682	"gesch��ftemacher"	2.95	0.51041776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1683	"gesch��ftemacherei"	1.6470588	1.2065085	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1684	"gesch��nt"	2.1538463	1.1094004	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1685	"gesetzesbruch"	2.7155964	0.982172	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1686	"gesetzesflut"	2.2333333	0.9352607	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1687	"gesetzesl��ck"	1.8181819	1.401298	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1688	"gesetzesversto��"	1.65	1.8144159	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1689	"gesetzwidrig"	2.4545455	1.0357255	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1690	"gesinnung"	1.3939394	1.560036	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1691	"gesinnungsgenosse"	2.9	0.31622776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1692	"gesinnungsschn��ffler"	2.6	1.4298407	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1693	"gespalten"	2.1612904	1.4164927	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1694	"gespannt"	2.0	0.97332853	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1695	"gesprengt"	0.1	0.31622776	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1696	"gestank"	1.15	1.3484885	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1697	"gestehen"	1.8041238	1.1052825	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1698	"gestresst"	2.0	1.183216	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1699	"gestritten"	0.85714287	0.8997354	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1700	"gest��ndnis"	1.6	1.4298407	0	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1701	"gest��rt"	1.9558823	1.226983	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1702	"gesundbeten"	1.7	1.0593499	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1703	"gesundheitsgef��hrdend"	3.2	0.42163703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1704	"gesundheitsgef��hrdung"	0.94382024	1.1809044	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1705	"gesundheitspolitisch"	1.7	1.3811923	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1706	"gesundheitssch��digend"	2.0	1.6329932	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1707	"gesundheitssch��dlich"	2.7	0.6749486	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1708	"getarnt"	1.5454545	0.93419874	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1709	"getrennt"	1.6363636	1.3420643	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1710	"get��se"	2.0285714	1.1160415	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1711	"get��tet"	1.2941177	1.4476147	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1712	"gewalt"	2.4103587	1.2786447	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1713	"gewaltbereitschaft"	1.5555556	1.3382263	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1714	"gewalthandlung"	2.6	1.231174	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1715	"gewaltsam"	1.875	1.3619246	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1716	"gewalttat"	1.4210526	1.574653	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1717	"gewaltt��tig"	2.0428572	1.3559928	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1718	"gewaltt��tigkeit"	3.2	0.42163703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1719	"gewandt"	2.2727273	1.00905	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1720	"gewerkschaftsboss"	1.9166666	1.3113722	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1721	"gewiss"	1.8846154	1.2581766	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1722	"gewissenlos"	2.9	0.5676462	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1723	"gewissenskonflikt"	2.3	1.0593499	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1724	"gewollt"	2.3636363	1.2060454	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1725	"gezeter"	2.4	0.9660918	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1726	"gez��nk"	1.9	0.99442893	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1727	"gfrast"	2.6363637	1.2060454	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	1728	"gier"	2.074074	1.2823589	3	3
