version	doi	v1	v2	v3	v4	v5	v6
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2600	"missverstanden"	2.3	0.6749486	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2601	"missverstehen"	2.0952382	1.2208506	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2602	"misswirtschaft"	2.4313726	1.1283704	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2603	"mist"	1.6595745	1.3874687	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2604	"mitbeschlie��en"	2.0	1.5634719	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2605	"mitbringsel"	0.6	1.264911	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2606	"mitlaufen"	2.6842105	1.3355246	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2607	"mitleid"	2.195122	1.2292175	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2608	"mitl��ufer"	2.4	1.4653902	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2609	"mitschuld"	2.3125	0.75630265	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2610	"mitschuldig"	2.7333333	0.94443315	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2611	"mittelalter"	2.7	0.7326951	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2612	"mittellos"	2.1818182	0.9816498	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2613	"mittelma��"	1.98	0.9997959	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2614	"mittelm����ig"	2.0	1.0801234	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2615	"mittelm����igkeit"	1.1904762	1.1233454	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2616	"mitverantwortlich"	2.1612904	1.2934908	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2617	"mitverbrochen"	2.7777777	0.64676166	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2618	"mi��achten"	2.9	0.31622776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2619	"mobben"	2.4	1.0749677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2620	"mobber"	1.2	1.3165612	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2621	"mobbing"	1.8309859	1.4140713	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2622	"mobilit��tshemmend"	1.7	1.0593499	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2623	"mogelpackung"	2.7	0.8497258	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2624	"moloch"	2.442623	0.9750998	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2625	"monatelang"	1.972973	1.1222894	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2626	"monieren"	2.4	0.5163978	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2627	"monolog"	2.9	1.197219	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2628	"monopol"	1.59375	1.2144128	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2629	"monster"	2.5	0.75592893	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2630	"moralapostel"	2.4745762	0.8378118	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2631	"moralin"	2.2	1.1352924	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2632	"moralisieren"	1.9	1.2866839	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2633	"moralist"	1.1	0.87559503	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2634	"morbid"	3.05	0.825578	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2635	"mord"	2.489796	1.4736922	4	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2636	"morddrohung"	3.0	1.1547005	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2637	"mordfall"	0.3	0.9486833	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2638	"mottenkiste"	2.1632652	1.0276781	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2639	"mottenzerfressen"	2.5	0.9718253	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2640	"multifunktion��r"	2.4333334	1.1651057	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2641	"multikassierer"	2.3421052	1.1216859	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2642	"multikulti"	2.6	1.1737878	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2643	"mundtot"	2.9333334	0.44977644	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2644	"mundtotmachen"	2.6	0.82078266	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2645	"munition"	2.0	1.3266499	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2646	"munkeln"	1.9090909	1.0444659	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2647	"murks"	2.8367348	0.8334981	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2648	"murksgesetz"	2.5	0.8498366	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2649	"murkspolitik"	2.8	0.42163703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2650	"murren"	1.5147059	1.0579147	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2651	"mutation"	2.9	0.7378648	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2652	"mutieren"	2.6333334	0.7183954	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2653	"mutlos"	2.3285713	0.97388256	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2654	"mutlosigkeit"	2.3076923	1.0762764	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2655	"mutma��lich"	2.3235295	1.4499011	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2656	"mutwillig"	2.6818182	1.0861186	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2657	"mystisch"	1.2	0.7888106	1	1
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2658	"m��nnlich"	2.047619	1.3219755	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2659	"m��rchen"	1.5904762	1.2762266	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2660	"m��rchenerz��hler"	2.2	1.0327955	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2661	"m����ig"	2.1346154	1.1551902	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2662	"m��chtegern"	2.9047618	1.4458479	4	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2663	"m��rder"	2.9545455	1.3619759	4	4
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2664	"m��rderisch"	1.5	1.3540064	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2665	"m��de"	2.25	1.0732654	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2666	"m��digkeit"	2.7	0.4830459	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2667	"m��he"	2.483871	0.99568963	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2668	"m��hevoll"	2.6	1.0749677	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2669	"m��hsam"	1.3243244	1.2147739	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2670	"m��hsamst"	0.2	0.6324555	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2671	"m��hseligst"	1.8	1.2292726	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2672	"m��ll"	2.512195	1.2066886	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2673	"m��nchhausen"	2.4285715	1.2535664	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2674	"nachahmen"	1.5384616	1.2659242	1	1
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2675	"nachbeten"	2.1449275	1.1791742	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2676	"nachdenklich"	2.5	1.1852266	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2677	"nachdr��cklich"	1.7	1.2635473	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2678	"nachgeben"	1.5625	1.1053389	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2679	"nachhilfe"	1.7317073	1.3337849	3	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2680	"nachhilfestunde"	2.0	1.183216	1	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2681	"nachhinein"	2.46875	1.0771639	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2682	"nachhinken"	2.5	0.70710677	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2683	"nachholbedarf"	0.7777778	1.0929065	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2684	"nachmachen"	0.8181818	0.9816498	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2685	"nachrechnen"	2.9	0.55250627	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2686	"nachrede"	2.7619047	0.7684245	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2687	"nachteil"	1.546875	1.3153208	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2688	"nachteilig"	2.3	0.9486833	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2689	"nachtr��glich"	2.142857	1.5583874	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2690	"nachweisbar"	1.75	1.4464111	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2691	"nagelprobe"	1.127451	1.2794768	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2692	"naheverh��ltnis"	2.4285715	1.3255726	2	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2693	"naiv"	1.8118812	1.2783808	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2694	"naivit��t"	2.2666667	0.86834496	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2695	"napalm"	2.45	0.99868333	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2696	"narrenfreiheit"	2.7272727	1.00905	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2697	"nasenbohren"	2.3	0.8013147	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2698	"nasenb��r"	2.1052632	1.4489359	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2699	"nationalistisch"	2.4333334	0.9352607	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2700	"nationalsozialismus"	1.2	1.3746473	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2701	"nationalsozialistisch"	1.5714285	1.5675277	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2702	"nazi"	2.1237113	1.6786511	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2703	"nebel"	1.5737705	1.4078236	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2704	"nebelaktion"	2.463768	1.0789388	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2705	"nebelbombe"	2.1666667	0.94989413	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2706	"nebelgranate"	2.909091	1.0444659	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2707	"nebelhaft"	0.44444445	1.0137937	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2708	"nebelwerfer"	2.3	1.0593499	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2709	"nebenabsprache"	1.4583334	1.236989	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2710	"nebenjobmentalit��t"	1.7	1.5670213	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2711	"nebenrolle"	1.0	1.264911	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2712	"nebens��chlich"	1.7	1.4181365	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2713	"nebenwirkung"	1.85	1.0894228	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2714	"negativ"	2.1030302	1.167567	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2715	"negativbeispiel"	2.1891892	0.9079231	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2716	"negativentwicklung"	2.1111112	0.78173596	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2717	"negativkampagne"	2.2	0.6324555	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2718	"negativwahlkampf"	2.0	1.5811388	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2719	"negieren"	2.1818182	1.2613125	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2720	"neid"	2.0714285	1.1461521	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2721	"neiddebatte"	2.9	0.31622776	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2722	"neider"	2.3	0.4830459	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2723	"neidisch"	1.4	1.3498971	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2724	"neidvoll"	1.2	1.2292726	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2725	"neige"	1.9	1.1192102	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2726	"neigen"	2.4761906	1.0779169	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2727	"neigung"	1.5454545	1.2933396	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2728	"nein"	1.7647059	1.3964595	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2729	"neoliberal"	2.2191782	1.3149416	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2730	"neoliberalismus"	3.0	0.64888567	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2731	"neonazi"	2.525	1.3006408	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2732	"neopolitiker"	0.875	1.3562027	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2733	"nepotisierung"	1.3333334	1.3228756	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2734	"nepotismus"	2.5217392	1.1876986	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2735	"nepp"	2.1588786	1.3398784	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2736	"nerv"	2.311828	1.1129524	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2737	"nerven"	1.5454545	1.0357255	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2738	"nervend"	1.9	1.2937095	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2739	"nervenzerfetzend"	0.9444444	0.9375953	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2740	"nervosit��t"	1.8318584	1.1252195	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2741	"nerv��s"	1.7070063	1.210325	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2742	"nestbeschmutzer"	2.3333333	1.1547005	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2743	"nestbeschmutzeraktion"	2.55	1.145931	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2744	"netzbeschmutzer"	2.8	1.1352924	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2745	"nichteinhalten"	2.3666666	1.0980651	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2746	"nichteinhaltung"	1.14	1.2123514	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2747	"nichteinladung"	2.0	1.069045	3	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2748	"nichtig"	1.9444444	1.3920878	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2749	"nichtigkeitsbeschwerde"	1.2222222	1.3017082	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2750	"nichts"	2.1424084	1.2429508	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2751	"nichtsehen"	2.0	0.94280905	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2752	"nichtsehenwollen"	2.3	1.2182817	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2753	"nichtstun"	2.7	0.47016233	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2754	"nie"	1.8415033	1.3512592	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2755	"nieder"	2.557377	0.88552415	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2756	"niedergang"	2.2072072	1.0797063	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2757	"niedergeschlagen"	2.1111112	1.3642255	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2758	"niederlage"	2.3372092	1.2612829	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2759	"niederschmetternd"	2.733945	0.92937857	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2760	"niederstimmen"	1.6818181	1.2105238	3	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2761	"niedertracht"	2.7333333	0.86834496	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2762	"niedertr��chtig"	2.871795	1.0047122	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2763	"niederung"	2.1612904	1.1859391	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2764	"niedrig"	1.7558686	1.3481385	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2765	"niemals"	1.8661417	1.2746753	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2766	"niemand"	1.709091	1.3084443	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2767	"niemandsland"	2.2537313	1.1460509	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2768	"nikotinmissbrauch"	2.3	0.9486833	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2769	"nirgends"	2.7777777	0.8333333	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2770	"nirgendwo"	2.483871	1.1216347	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2771	"niveaulosigkeit"	3.4	0.5163978	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2772	"nix"	2.1304348	1.3247417	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2773	"nonafrage"	1.2	1.2292726	1	1
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2774	"nonsens"	2.6	0.5163978	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2775	"nordkorea"	3.0	1.183216	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2776	"nordkoreanisch"	2.2	1.2396944	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2777	"not"	1.6012658	1.3774335	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2778	"notbremse"	1.25	1.2597446	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2779	"note"	1.4067796	1.2746689	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2780	"notlage"	0.75	1.1712365	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2781	"notl��sung"	1.2385321	1.153891	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2782	"notorisch"	1.956044	1.1823901	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2783	"notorischerweise"	2.2	1.2292726	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2784	"notsituation"	0.6551724	1.1010636	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2785	"notverstaatlicht"	1.4166666	1.360147	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2786	"notverstaatlichung"	2.4615386	0.8536656	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2787	"notwendigkeit"	1.6412214	1.2283115	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2788	"nuklear"	2.1538463	1.5730095	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2789	"nullpunkt"	2.3050847	1.1927111	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2790	"nutzlos"	2.3833334	1.0591277	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2791	"n��rgeln"	2.025641	1.0127394	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2792	"n��rgler"	1.45	0.99868333	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2793	"n��tig"	1.0595238	1.2338312	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2794	"n��tigen"	2.3	1.0593499	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2795	"n��tigung"	3.0	0.47140452	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2796	"n��chtern"	1.6521739	1.1912062	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2797	"obdachlos"	2.4782608	1.1228845	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2798	"ober"	1.4464285	1.4003814	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2799	"oberfl��chlich"	1.4132231	1.1738074	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2800	"oberfl��chlichkeit"	2.9	0.87559503	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2801	"oberlehrer"	1.3809524	1.2627232	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2802	"oberlehrerhaft"	1.325	1.1851106	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2803	"obsolet"	2.1818182	0.8738629	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2804	"offenbar"	2.3526382	1.1550969	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2805	"offenkundig"	2.4615386	1.0186793	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2806	"offenlegen"	1.2941177	1.0307224	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2807	"offensichtlich"	2.2868216	1.0469847	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2808	"offizier"	2.40625	1.499664	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2809	"ohrfeigen"	0.8	1.4757296	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2810	"ohrfeigenausteiler"	1.0	1.4142135	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2811	"okkupation"	3.2	0.6324555	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2812	"olfaktorisch"	1.5	1.3540064	0	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2813	"opfer"	1.8171557	1.4428711	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2814	"opfern"	1.3870968	1.3336021	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2815	"opferschutz"	2.375	1.4981873	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2816	"opium"	2.2222223	1.3944334	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2817	"opportunistisch"	2.3589745	1.0634398	3	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2818	"opposition"	1.9405941	1.260053	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2819	"oppositionsbank"	1.4545455	1.2933396	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2820	"ordnungsruf"	2.4555554	1.0184932	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2821	"ortstafelflut"	1.9	0.75885576	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2822	"ostblock"	1.125	1.1227815	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2823	"ostblockaussage"	2.1	1.197219	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2824	"ostblockland"	2.45	0.8870412	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2825	"ostblockstaat"	0.7894737	1.0316625	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2826	"osterhase"	2.2222223	1.2018504	1	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2827	"outen"	2.35	0.875094	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2828	"outing"	1.4545455	1.6348478	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2829	"packelei"	2.505747	1.1193184	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2830	"packeln"	1.9285715	1.3588822	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2831	"pakt"	1.4363636	1.3846197	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2832	"palaver"	1.2903225	1.3709741	0	0
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2833	"palavern"	2.0333333	0.96430546	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2834	"panik"	1.9032258	1.3437821	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2835	"panikaktion"	3.0	0.6666667	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2836	"panikartig"	2.2	0.6324555	2	2
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2837	"panikattacke"	2.8	0.42163703	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2838	"panikmache"	2.419355	0.9924446	3	3
"1.0 (2020-11-30)"	"doi:10.11587/7PFLIU"	2839	"panisch"	2.7333333	0.82768196	3	3
